trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
367,False,"{'a': 0.1, 'e': 0.8028174751911146}",20,0,-105.36801420421934,"{0: 9, 1: 4, 2: 6, 3: 0, 4: 1}",0
368,False,"{'a': 0.1, 'e': 0.801775644243754}",20,0,-31.497894155450805,"{0: 14, 1: 2, 2: 4, 3: 0, 4: 0}",0
369,False,"{'a': 0.1, 'e': 0.8007313709487334}",25,0,-79.5204673088403,"{0: 18, 1: 2, 2: 2, 3: 2, 4: 1}",0
370,False,"{'a': 0.1, 'e': 0.7996846584870906}",20,0,-55.53797409846292,"{0: 11, 1: 4, 2: 5, 3: 0, 4: 0}",0
371,False,"{'a': 0.1, 'e': 0.7986355100472928}",25,0,-123.78059830328685,"{0: 14, 1: 3, 2: 6, 3: 1, 4: 1}",0
372,False,"{'a': 0.1, 'e': 0.7975839288252285}",25,0,-104.7233632490275,"{0: 17, 1: 4, 2: 1, 3: 1, 4: 2}",0
373,False,"{'a': 0.1, 'e': 0.7965299180241963}",30,0,-218.66627556849642,"{0: 15, 1: 3, 2: 7, 3: 2, 4: 3}",0
374,False,"{'a': 0.1, 'e': 0.7954734808548958}",25,0,-194.23922972257284,"{0: 12, 1: 2, 2: 8, 3: 0, 4: 3}",0
375,False,"{'a': 0.1, 'e': 0.7944146205354181}",35,0,-115.24522883583919,"{0: 22, 1: 4, 2: 7, 3: 1, 4: 1}",0
376,False,"{'a': 0.1, 'e': 0.7933533402912352}",20,0,-58.12833550037431,"{0: 13, 1: 2, 2: 4, 3: 1, 4: 0}",0
377,False,"{'a': 0.1, 'e': 0.7922896433551907}",20,0,-17.27883617851595,"{0: 16, 1: 0, 2: 4, 3: 0, 4: 0}",0
378,False,"{'a': 0.1, 'e': 0.79122353296749}",25,13,-47.334296288472984,"{0: 7, 1: 0, 2: 4, 3: 1, 4: 0}",1
379,False,"{'a': 0.1, 'e': 0.7901550123756904}",20,6,-51.03203439721828,"{0: 7, 1: 2, 2: 5, 3: 0, 4: 0}",1
380,False,"{'a': 0.1, 'e': 0.7890840848346907}",25,0,-50.116165394013194,"{0: 20, 1: 2, 2: 1, 3: 1, 4: 1}",0
381,False,"{'a': 0.1, 'e': 0.7880107536067219}",20,1,-62.96703905225625,"{0: 13, 1: 1, 2: 4, 3: 0, 4: 1}",1
382,False,"{'a': 0.1, 'e': 0.7869350219613374}",25,0,-56.3430903483846,"{0: 19, 1: 2, 2: 3, 3: 0, 4: 1}",0
383,False,"{'a': 0.1, 'e': 0.7858568931754019}",35,2,-135.85036752928394,"{0: 21, 1: 3, 2: 7, 3: 0, 4: 2}",1
384,False,"{'a': 0.1, 'e': 0.7847763705330829}",20,0,-59.434241697208265,"{0: 12, 1: 3, 2: 4, 3: 1, 4: 0}",0
385,False,"{'a': 0.1, 'e': 0.7836934573258397}",25,0,-186.2216260976851,"{0: 15, 1: 1, 2: 4, 3: 2, 4: 3}",0
386,False,"{'a': 0.1, 'e': 0.7826081568524139}",25,0,-12.40533927579824,"{0: 20, 1: 2, 2: 3, 3: 0, 4: 0}",0
387,False,"{'a': 0.1, 'e': 0.7815204724188187}",20,0,-93.42562549473529,"{0: 14, 1: 2, 2: 2, 3: 0, 4: 2}",0
388,False,"{'a': 0.1, 'e': 0.7804304073383297}",30,0,-121.81171736116502,"{0: 18, 1: 6, 2: 4, 3: 0, 4: 2}",0
389,False,"{'a': 0.1, 'e': 0.7793379649314741}",25,0,-75.58153636336249,"{0: 17, 1: 4, 2: 2, 3: 1, 4: 1}",0
390,False,"{'a': 0.1, 'e': 0.778243148526021}",35,18,12.987993011330886,"{0: 15, 1: 2, 2: 0, 3: 0, 4: 0}",1
391,False,"{'a': 0.1, 'e': 0.7771459614569709}",20,12,-5.27695696782405,"{0: 6, 1: 1, 2: 1, 3: 0, 4: 0}",1
392,False,"{'a': 0.1, 'e': 0.7760464070665459}",30,0,-100.98685903099043,"{0: 19, 1: 4, 2: 5, 3: 1, 4: 1}",0
393,False,"{'a': 0.1, 'e': 0.7749444887041795}",25,0,-105.83819058310524,"{0: 16, 1: 3, 2: 3, 3: 2, 4: 1}",0
394,False,"{'a': 0.1, 'e': 0.7738402097265061}",25,7,-11.252846036214768,"{0: 14, 1: 2, 2: 2, 3: 0, 4: 0}",1
395,False,"{'a': 0.1, 'e': 0.772733573497351}",20,0,-95.16042722608896,"{0: 10, 1: 3, 2: 5, 3: 2, 4: 0}",0
396,False,"{'a': 0.1, 'e': 0.77162458338772}",25,0,-161.3685028322247,"{0: 14, 1: 2, 2: 5, 3: 2, 4: 2}",0
397,False,"{'a': 0.1, 'e': 0.7705132427757891}",20,14,-1.3836821834774475,"{0: 5, 1: 0, 2: 1, 3: 0, 4: 0}",1
398,False,"{'a': 0.1, 'e': 0.7693995550468951}",20,2,-79.92534917894821,"{0: 12, 1: 1, 2: 3, 3: 1, 4: 1}",1
399,False,"{'a': 0.1, 'e': 0.7682835235935234}",30,17,-20.98557758260614,"{0: 10, 1: 1, 2: 1, 3: 1, 4: 0}",1
400,False,"{'a': 0.1, 'e': 0.7671651518152995}",20,0,-108.27213378233574,"{0: 13, 1: 0, 2: 4, 3: 2, 4: 1}",0
401,False,"{'a': 0.1, 'e': 0.766044443118978}",35,0,-70.38772636511358,"{0: 25, 1: 1, 2: 8, 3: 1, 4: 0}",0
402,False,"{'a': 0.1, 'e': 0.7649214009184319}",25,0,-29.970370870094076,"{0: 17, 1: 6, 2: 2, 3: 0, 4: 0}",0
403,False,"{'a': 0.1, 'e': 0.7637960286346421}",25,0,-70.07194890233792,"{0: 17, 1: 0, 2: 7, 3: 1, 4: 0}",0
404,False,"{'a': 0.1, 'e': 0.7626683296956883}",20,0,-154.64863507308874,"{0: 9, 1: 1, 2: 6, 3: 3, 4: 1}",0
405,False,"{'a': 0.1, 'e': 0.7615383075367367}",20,4,-34.48589602615101,"{0: 10, 1: 2, 2: 4, 3: 0, 4: 0}",1
406,False,"{'a': 0.1, 'e': 0.7604059656000309}",20,11,-24.508759413232088,"{0: 6, 1: 1, 2: 1, 3: 1, 4: 0}",1
407,False,"{'a': 0.1, 'e': 0.7592713073348808}",25,12,-28.650912870565026,"{0: 11, 1: 1, 2: 0, 3: 0, 4: 1}",1
408,False,"{'a': 0.1, 'e': 0.7581343361976521}",20,0,-28.87010110415889,"{0: 17, 1: 0, 2: 2, 3: 0, 4: 1}",0
409,False,"{'a': 0.1, 'e': 0.7569950556517564}",20,0,-93.83592792292009,"{0: 12, 1: 1, 2: 5, 3: 1, 4: 1}",0
410,False,"{'a': 0.1, 'e': 0.7558534691676395}",35,2,-125.22355234778776,"{0: 21, 1: 4, 2: 5, 3: 2, 4: 1}",1
411,False,"{'a': 0.1, 'e': 0.754709580222772}",20,0,-72.50883508217045,"{0: 16, 1: 0, 2: 2, 3: 0, 4: 2}",0
412,False,"{'a': 0.1, 'e': 0.7535633923016379}",25,11,-80.50518520222475,"{0: 7, 1: 2, 2: 4, 3: 0, 4: 1}",1
413,False,"{'a': 0.1, 'e': 0.7524149088957244}",25,0,-62.822604396172785,"{0: 18, 1: 0, 2: 5, 3: 2, 4: 0}",0
414,False,"{'a': 0.1, 'e': 0.7512641335035111}",30,0,-63.564725451333615,"{0: 22, 1: 4, 2: 3, 3: 0, 4: 1}",0
415,False,"{'a': 0.1, 'e': 0.7501110696304595}",25,0,-142.48831644227357,"{0: 12, 1: 5, 2: 5, 3: 2, 4: 1}",0
416,False,"{'a': 0.1, 'e': 0.7489557207890021}",25,0,-170.3448521123256,"{0: 14, 1: 3, 2: 5, 3: 0, 4: 3}",0
417,False,"{'a': 0.1, 'e': 0.7477980904985319}",20,0,-96.07727965523969,"{0: 13, 1: 0, 2: 5, 3: 1, 4: 1}",0
418,False,"{'a': 0.1, 'e': 0.7466381822853914}",30,0,-145.92920012647176,"{0: 21, 1: 0, 2: 6, 3: 0, 4: 3}",0
419,False,"{'a': 0.1, 'e': 0.745475999682862}",25,0,-39.800531239488606,"{0: 20, 1: 2, 2: 1, 3: 2, 4: 0}",0
420,False,"{'a': 0.1, 'e': 0.744311546231154}",30,13,-45.36810293992352,"{0: 12, 1: 0, 2: 4, 3: 1, 4: 0}",1
421,False,"{'a': 0.1, 'e': 0.7431448254773942}",25,0,-78.89538723842118,"{0: 19, 1: 3, 2: 1, 3: 0, 4: 2}",0
422,False,"{'a': 0.1, 'e': 0.7419758409756163}",20,8,-67.93178566060631,"{0: 8, 1: 0, 2: 2, 3: 1, 4: 1}",1
423,False,"{'a': 0.1, 'e': 0.7408045962867501}",20,0,-48.884022607808305,"{0: 15, 1: 0, 2: 3, 3: 2, 4: 0}",0
424,False,"{'a': 0.1, 'e': 0.7396310949786097}",20,0,-98.9697500921357,"{0: 13, 1: 2, 2: 3, 3: 0, 4: 2}",0
425,False,"{'a': 0.1, 'e': 0.7384553406258837}",25,0,-198.15381417397748,"{0: 16, 1: 0, 2: 4, 3: 1, 4: 4}",0
426,False,"{'a': 0.1, 'e': 0.7372773368101241}",20,0,-192.4180301870301,"{0: 11, 1: 0, 2: 5, 3: 0, 4: 4}",0
427,False,"{'a': 0.1, 'e': 0.7360970871197343}",30,0,-120.50423337485685,"{0: 20, 1: 0, 2: 7, 3: 2, 4: 1}",1
428,False,"{'a': 0.1, 'e': 0.7349145951499598}",25,0,-190.77556525555423,"{0: 15, 1: 2, 2: 4, 3: 0, 4: 4}",0
429,False,"{'a': 0.1, 'e': 0.7337298645028764}",20,0,-71.25680110219704,"{0: 13, 1: 3, 2: 3, 3: 0, 4: 1}",0
430,False,"{'a': 0.1, 'e': 0.7325428987873787}",20,6,-38.24036173951461,"{0: 11, 1: 1, 2: 1, 3: 0, 4: 1}",1
431,False,"{'a': 0.1, 'e': 0.7313537016191705}",25,0,-127.21472057523523,"{0: 16, 1: 3, 2: 3, 3: 1, 4: 2}",0
432,False,"{'a': 0.1, 'e': 0.7301622766207523}",35,2,-134.92005278026915,"{0: 24, 1: 3, 2: 3, 3: 0, 4: 3}",1
433,False,"{'a': 0.1, 'e': 0.7289686274214116}",30,0,-4.9154661496351,"{0: 24, 1: 6, 2: 0, 3: 0, 4: 0}",0
434,False,"{'a': 0.1, 'e': 0.7277727576572104}",20,0,-74.23346794555314,"{0: 13, 1: 1, 2: 5, 3: 0, 4: 1}",0
435,False,"{'a': 0.1, 'e': 0.7265746709709758}",20,0,-17.2066557463607,"{0: 16, 1: 3, 2: 0, 3: 1, 4: 0}",0
436,False,"{'a': 0.1, 'e': 0.7253743710122876}",25,0,-25.43488742264787,"{0: 20, 1: 0, 2: 5, 3: 0, 4: 0}",0
437,False,"{'a': 0.1, 'e': 0.7241718614374675}",20,0,-80.72816975766459,"{0: 13, 1: 2, 2: 3, 3: 1, 4: 1}",0
438,False,"{'a': 0.1, 'e': 0.7229671459095681}",30,19,-34.948666413379314,"{0: 6, 1: 1, 2: 4, 3: 0, 4: 0}",1
439,False,"{'a': 0.1, 'e': 0.7217602280983622}",25,0,-53.05786368189316,"{0: 16, 1: 3, 2: 6, 3: 0, 4: 0}",0
440,False,"{'a': 0.1, 'e': 0.7205511116803304}",25,19,1.7507707507597696,"{0: 5, 1: 1, 2: 0, 3: 0, 4: 0}",1
441,False,"{'a': 0.1, 'e': 0.7193398003386512}",25,0,-126.02591795717225,"{0: 14, 1: 3, 2: 5, 3: 2, 4: 1}",0
442,False,"{'a': 0.1, 'e': 0.7181262977631888}",25,0,-72.65215765601326,"{0: 19, 1: 1, 2: 3, 3: 1, 4: 1}",1
443,False,"{'a': 0.1, 'e': 0.7169106076504828}",25,15,-9.900001670713705,"{0: 7, 1: 1, 2: 2, 3: 0, 4: 0}",1
444,False,"{'a': 0.1, 'e': 0.7156927337037358}",20,2,-29.536093975880597,"{0: 12, 1: 2, 2: 4, 3: 0, 4: 0}",1
445,False,"{'a': 0.1, 'e': 0.7144726796328034}",25,8,-57.373841225309306,"{0: 10, 1: 5, 2: 1, 3: 0, 4: 1}",1
446,False,"{'a': 0.1, 'e': 0.7132504491541817}",25,0,-82.07220419058294,"{0: 17, 1: 3, 2: 3, 3: 1, 4: 1}",0
447,False,"{'a': 0.1, 'e': 0.7120260459909965}",30,0,-97.74161766450139,"{0: 20, 1: 3, 2: 5, 3: 1, 4: 1}",0
448,False,"{'a': 0.1, 'e': 0.7107994738729924}",25,0,-8.996732012528513,"{0: 20, 1: 3, 2: 2, 3: 0, 4: 0}",0
449,False,"{'a': 0.1, 'e': 0.7095707365365209}",25,0,-70.7919868697413,"{0: 18, 1: 0, 2: 5, 3: 2, 4: 0}",0
450,False,"{'a': 0.1, 'e': 0.7083398377245288}",20,0,-171.09605444725392,"{0: 11, 1: 0, 2: 5, 3: 1, 4: 3}",0
451,False,"{'a': 0.1, 'e': 0.7071067811865476}",20,0,-18.43944123357832,"{0: 15, 1: 2, 2: 3, 3: 0, 4: 0}",0
452,False,"{'a': 0.1, 'e': 0.705871570678681}",30,0,-97.49682924511681,"{0: 20, 1: 4, 2: 4, 3: 1, 4: 1}",0
453,False,"{'a': 0.1, 'e': 0.7046342099635946}",25,6,-31.292652637690683,"{0: 14, 1: 2, 2: 2, 3: 1, 4: 0}",1
454,False,"{'a': 0.1, 'e': 0.7033947028105039}",20,0,-82.85140926504369,"{0: 13, 1: 2, 2: 3, 3: 1, 4: 1}",0
455,False,"{'a': 0.1, 'e': 0.7021530529951624}",25,0,-50.12899177771407,"{0: 18, 1: 2, 2: 4, 3: 1, 4: 0}",0
456,False,"{'a': 0.1, 'e': 0.7009092642998509}",20,12,-30.186236463490072,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 1}",1
457,False,"{'a': 0.1, 'e': 0.6996633405133654}",25,11,-113.61932538770148,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 3}",1
458,False,"{'a': 0.1, 'e': 0.6984152854310058}",25,0,-81.15328791120356,"{0: 16, 1: 1, 2: 7, 3: 1, 4: 0}",0
459,False,"{'a': 0.1, 'e': 0.6971651028545645}",30,3,-74.94154368447616,"{0: 22, 1: 1, 2: 2, 3: 0, 4: 2}",1
460,False,"{'a': 0.1, 'e': 0.6959127965923142}",25,0,0.3405858032725909,"{0: 22, 1: 1, 2: 2, 3: 0, 4: 0}",0
461,False,"{'a': 0.1, 'e': 0.6946583704589973}",30,2,-130.36069748319483,"{0: 18, 1: 2, 2: 6, 3: 0, 4: 2}",1
462,False,"{'a': 0.1, 'e': 0.693401828275813}",30,13,-61.9637811046217,"{0: 11, 1: 0, 2: 4, 3: 2, 4: 0}",1
463,False,"{'a': 0.1, 'e': 0.6921431738704068}",35,0,-185.06830797152992,"{0: 23, 1: 1, 2: 7, 3: 1, 4: 3}",0
464,False,"{'a': 0.1, 'e': 0.6908824110768583}",25,0,-132.31818992477676,"{0: 15, 1: 1, 2: 7, 3: 0, 4: 2}",0
465,False,"{'a': 0.1, 'e': 0.6896195437356697}",25,0,-79.87044633105491,"{0: 17, 1: 1, 2: 6, 3: 0, 4: 1}",0
466,False,"{'a': 0.1, 'e': 0.6883545756937539}",20,2,-7.184447041299666,"{0: 16, 1: 0, 2: 1, 3: 1, 4: 0}",1
467,False,"{'a': 0.1, 'e': 0.687087510804423}",20,0,-77.04135174265396,"{0: 14, 1: 1, 2: 3, 3: 1, 4: 1}",0
468,False,"{'a': 0.1, 'e': 0.6858183529273763}",30,0,-12.712372684508214,"{0: 24, 1: 3, 2: 3, 3: 0, 4: 0}",0
469,False,"{'a': 0.1, 'e': 0.6845471059286886}",30,23,11.987874413656984,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
470,False,"{'a': 0.1, 'e': 0.683273773680799}",20,0,-76.95320646990017,"{0: 14, 1: 1, 2: 3, 3: 1, 4: 1}",0
471,False,"{'a': 0.1, 'e': 0.6819983600624985}",20,8,-66.67833338979668,"{0: 6, 1: 2, 2: 3, 3: 0, 4: 1}",1
472,False,"{'a': 0.1, 'e': 0.6807208689589178}",20,0,-79.255141607949,"{0: 15, 1: 0, 2: 2, 3: 2, 4: 1}",0
473,False,"{'a': 0.1, 'e': 0.6794413042615165}",20,0,-17.93119942344581,"{0: 16, 1: 1, 2: 3, 3: 0, 4: 0}",0
474,False,"{'a': 0.1, 'e': 0.6781596698680706}",25,15,-48.85308342061082,"{0: 6, 1: 2, 2: 1, 3: 0, 4: 1}",1
475,False,"{'a': 0.1, 'e': 0.6768759696826606}",20,0,-49.55616611883886,"{0: 14, 1: 0, 2: 5, 3: 1, 4: 0}",0
476,False,"{'a': 0.1, 'e': 0.6755902076156602}",35,0,-183.02241272715872,"{0: 22, 1: 2, 2: 6, 3: 3, 4: 2}",0
477,False,"{'a': 0.1, 'e': 0.6743023875837233}",30,0,-128.78014841892542,"{0: 19, 1: 2, 2: 6, 3: 2, 4: 1}",0
478,False,"{'a': 0.1, 'e': 0.6730125135097733}",30,0,-108.22714062860399,"{0: 22, 1: 1, 2: 3, 3: 3, 4: 1}",0
479,False,"{'a': 0.1, 'e': 0.6717205893229902}",20,15,2.7551180908474358,"{0: 4, 1: 1, 2: 0, 3: 0, 4: 0}",1
480,False,"{'a': 0.1, 'e': 0.6704266189587991}",25,0,-41.33266942677875,"{0: 21, 1: 0, 2: 3, 3: 0, 4: 1}",0
481,False,"{'a': 0.1, 'e': 0.6691306063588582}",20,1,-2.3434351919731444,"{0: 16, 1: 1, 2: 2, 3: 0, 4: 0}",1
482,False,"{'a': 0.1, 'e': 0.6678325554710466}",35,12,-145.18766854740997,"{0: 13, 1: 1, 2: 6, 3: 1, 4: 2}",1
483,False,"{'a': 0.1, 'e': 0.6665324702494524}",20,0,-72.86963891830483,"{0: 11, 1: 3, 2: 5, 3: 1, 4: 0}",0
484,False,"{'a': 0.1, 'e': 0.6652303546543608}",20,0,-57.86415726216892,"{0: 15, 1: 1, 2: 3, 3: 0, 4: 1}",0
485,False,"{'a': 0.1, 'e': 0.6639262126522415}",20,8,-40.363462181156805,"{0: 9, 1: 1, 2: 1, 3: 0, 4: 1}",1
486,False,"{'a': 0.1, 'e': 0.6626200482157375}",20,0,-70.51058971276201,"{0: 11, 1: 3, 2: 5, 3: 1, 4: 0}",0
487,False,"{'a': 0.1, 'e': 0.6613118653236518}",25,0,-95.0318114111318,"{0: 18, 1: 2, 2: 3, 3: 0, 4: 2}",0
488,False,"{'a': 0.1, 'e': 0.6600016679609367}",25,9,-8.848505938593284,"{0: 12, 1: 3, 2: 1, 3: 0, 4: 0}",1
489,False,"{'a': 0.1, 'e': 0.6586894601186805}",20,0,-13.463632795267792,"{0: 16, 1: 1, 2: 3, 3: 0, 4: 0}",0
490,False,"{'a': 0.1, 'e': 0.6573752457940957}",30,0,-112.36480444180178,"{0: 19, 1: 2, 2: 7, 3: 1, 4: 1}",0
491,False,"{'a': 0.1, 'e': 0.6560590289905073}",20,0,-144.9333566468879,"{0: 13, 1: 0, 2: 4, 3: 0, 4: 3}",0
492,False,"{'a': 0.1, 'e': 0.6547408137173397}",25,6,-5.424898271261917,"{0: 17, 1: 0, 2: 1, 3: 1, 4: 0}",1
493,False,"{'a': 0.1, 'e': 0.6534206039901054}",20,0,-46.43187561521886,"{0: 16, 1: 1, 2: 2, 3: 0, 4: 1}",0
494,False,"{'a': 0.1, 'e': 0.6520984038303921}",20,8,-39.43848142604073,"{0: 6, 1: 2, 2: 4, 3: 0, 4: 0}",1
495,False,"{'a': 0.1, 'e': 0.6507742172658509}",20,0,-6.7457466884533845,"{0: 17, 1: 1, 2: 2, 3: 0, 4: 0}",0
496,False,"{'a': 0.1, 'e': 0.6494480483301837}",25,2,-63.54068296361473,"{0: 18, 1: 0, 2: 3, 3: 1, 4: 1}",1
497,False,"{'a': 0.1, 'e': 0.6481199010631309}",25,13,-26.996452145730064,"{0: 9, 1: 0, 2: 2, 3: 1, 4: 0}",1
498,False,"{'a': 0.1, 'e': 0.6467897795104595}",20,0,-51.50780181538525,"{0: 16, 1: 1, 2: 2, 3: 0, 4: 1}",0
499,False,"{'a': 0.1, 'e': 0.6454576877239505}",25,1,-146.0736406545496,"{0: 16, 1: 2, 2: 2, 3: 1, 4: 3}",1
500,False,"{'a': 0.1, 'e': 0.6441236297613865}",25,0,-29.54204565738112,"{0: 20, 1: 1, 2: 3, 3: 1, 4: 0}",0
501,False,"{'a': 0.1, 'e': 0.6427876096865394}",30,8,11.45229860308512,"{0: 20, 1: 1, 2: 1, 3: 0, 4: 0}",1
502,False,"{'a': 0.1, 'e': 0.6414496315691579}",20,3,-84.10466072318792,"{0: 13, 1: 0, 2: 2, 3: 0, 4: 2}",1
503,False,"{'a': 0.1, 'e': 0.6401096994849556}",20,8,-32.57745583083698,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 1}",1
504,False,"{'a': 0.1, 'e': 0.6387678175155976}",30,15,-22.531526829630643,"{0: 11, 1: 1, 2: 3, 3: 0, 4: 0}",1
505,False,"{'a': 0.1, 'e': 0.6374239897486896}",20,0,-59.73846902905275,"{0: 17, 1: 0, 2: 1, 3: 0, 4: 2}",0
506,False,"{'a': 0.1, 'e': 0.636078220277764}",20,0,-4.181552557232849,"{0: 18, 1: 1, 2: 0, 3: 1, 4: 0}",0
507,False,"{'a': 0.1, 'e': 0.6347305132022676}",20,14,10.126001874614182,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
508,False,"{'a': 0.1, 'e': 0.6333808726275502}",25,19,9.306163832078468,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
509,False,"{'a': 0.1, 'e': 0.6320293026648508}",20,0,-91.25453136853893,"{0: 13, 1: 1, 2: 3, 3: 2, 4: 1}",0
510,False,"{'a': 0.1, 'e': 0.6306758074312862}",20,0,-59.6997072592117,"{0: 15, 1: 2, 2: 1, 3: 1, 4: 1}",0
511,False,"{'a': 0.1, 'e': 0.6293203910498375}",20,0,-40.35369546298796,"{0: 17, 1: 0, 2: 2, 3: 0, 4: 1}",0
512,False,"{'a': 0.1, 'e': 0.6279630576493379}",20,0,-92.26188999567209,"{0: 11, 1: 3, 2: 5, 3: 0, 4: 1}",0
513,False,"{'a': 0.1, 'e': 0.6266038113644605}",30,15,1.3091746989397677,"{0: 13, 1: 1, 2: 1, 3: 0, 4: 0}",1
514,False,"{'a': 0.1, 'e': 0.6252426563357052}",20,0,-114.06747621512977,"{0: 12, 1: 2, 2: 4, 3: 0, 4: 2}",0
515,False,"{'a': 0.1, 'e': 0.6238795967093861}",20,0,-40.94869365458687,"{0: 15, 1: 2, 2: 1, 3: 2, 4: 0}",0
516,False,"{'a': 0.1, 'e': 0.6225146366376195}",20,0,-20.62777363030631,"{0: 16, 1: 0, 2: 4, 3: 0, 4: 0}",0
517,False,"{'a': 0.1, 'e': 0.6211477802783103}",25,12,-1.0386156436176484,"{0: 10, 1: 2, 2: 1, 3: 0, 4: 0}",1
518,False,"{'a': 0.1, 'e': 0.6197790317951402}",25,11,-20.42255443232859,"{0: 10, 1: 1, 2: 3, 3: 0, 4: 0}",1
519,False,"{'a': 0.1, 'e': 0.6184083953575541}",30,3,-12.90699445840165,"{0: 24, 1: 1, 2: 1, 3: 0, 4: 1}",1
520,False,"{'a': 0.1, 'e': 0.6170358751407485}",25,0,-77.16698598674874,"{0: 18, 1: 2, 2: 3, 3: 1, 4: 1}",0
521,False,"{'a': 0.1, 'e': 0.6156614753256583}",25,0,-88.1672255629595,"{0: 15, 1: 4, 2: 5, 3: 0, 4: 1}",0
522,False,"{'a': 0.1, 'e': 0.6142852000989432}",30,0,-35.69428180253361,"{0: 24, 1: 1, 2: 4, 3: 1, 4: 0}",0
523,False,"{'a': 0.1, 'e': 0.6129070536529765}",20,13,-9.23658251721508,"{0: 6, 1: 0, 2: 0, 3: 1, 4: 0}",1
524,False,"{'a': 0.1, 'e': 0.6115270401858311}",20,0,12.026066740535173,"{0: 18, 1: 1, 2: 1, 3: 0, 4: 0}",0
525,False,"{'a': 0.1, 'e': 0.6101451639012676}",25,13,-32.07171459390812,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 1}",1
526,False,"{'a': 0.1, 'e': 0.6087614290087207}",30,0,-58.57095730544048,"{0: 22, 1: 4, 2: 3, 3: 0, 4: 1}",0
527,False,"{'a': 0.1, 'e': 0.6073758397232867}",20,12,-51.91015357814958,"{0: 5, 1: 0, 2: 2, 3: 0, 4: 1}",1
528,False,"{'a': 0.1, 'e': 0.605988400265711}",25,17,7.883953612601883,"{0: 7, 1: 1, 2: 0, 3: 0, 4: 0}",1
529,False,"{'a': 0.1, 'e': 0.6045991148623748}",25,0,-55.16087191913211,"{0: 19, 1: 1, 2: 3, 3: 2, 4: 0}",0
530,False,"{'a': 0.1, 'e': 0.6032079877452824}",20,6,-71.69990249400493,"{0: 9, 1: 0, 2: 3, 3: 1, 4: 1}",1
531,False,"{'a': 0.1, 'e': 0.6018150231520484}",30,0,-111.72074668273231,"{0: 22, 1: 2, 2: 3, 3: 1, 4: 2}",0
532,False,"{'a': 0.1, 'e': 0.600420225325884}",30,0,-76.83447011945367,"{0: 24, 1: 0, 2: 3, 3: 2, 4: 1}",0
533,False,"{'a': 0.1, 'e': 0.5990235985155858}",20,9,-1.792092126925959,"{0: 9, 1: 1, 2: 1, 3: 0, 4: 0}",1
534,False,"{'a': 0.1, 'e': 0.597625146975521}",20,0,-93.2052557850859,"{0: 14, 1: 1, 2: 3, 3: 0, 4: 2}",0
535,False,"{'a': 0.1, 'e': 0.5962248749656157}",35,16,-44.5887171009094,"{0: 13, 1: 1, 2: 4, 3: 1, 4: 0}",1
536,False,"{'a': 0.1, 'e': 0.5948227867513414}",25,10,-27.699071616692304,"{0: 11, 1: 1, 2: 2, 3: 1, 4: 0}",1
537,False,"{'a': 0.1, 'e': 0.5934188866037015}",25,19,-11.348795690361314,"{0: 5, 1: 0, 2: 0, 3: 1, 4: 0}",1
538,False,"{'a': 0.1, 'e': 0.5920131787992194}",25,9,4.716837700933471,"{0: 14, 1: 0, 2: 2, 3: 0, 4: 0}",1
539,False,"{'a': 0.1, 'e': 0.5906056676199253}",25,0,-37.98140090496671,"{0: 18, 1: 4, 2: 2, 3: 1, 4: 0}",0
540,False,"{'a': 0.1, 'e': 0.589196357353342}",25,9,-6.305093211780206,"{0: 14, 1: 0, 2: 1, 3: 1, 4: 0}",1
541,False,"{'a': 0.1, 'e': 0.5877852522924731}",30,2,-38.94152513740842,"{0: 21, 1: 1, 2: 6, 3: 0, 4: 0}",1
542,False,"{'a': 0.1, 'e': 0.5863723567357894}",20,0,-80.05051095335494,"{0: 16, 1: 1, 2: 1, 3: 0, 4: 2}",0
543,False,"{'a': 0.1, 'e': 0.5849576749872154}",30,7,-59.932064446398705,"{0: 17, 1: 2, 2: 2, 3: 1, 4: 1}",1
544,False,"{'a': 0.1, 'e': 0.5835412113561175}",30,22,-2.0855328633657257,"{0: 6, 1: 2, 2: 0, 3: 0, 4: 0}",1
545,False,"{'a': 0.1, 'e': 0.5821229701572893}",20,0,-90.44532803625977,"{0: 12, 1: 3, 2: 3, 3: 1, 4: 1}",0
546,False,"{'a': 0.1, 'e': 0.5807029557109398}",20,0,-7.137942980893733,"{0: 17, 1: 0, 2: 3, 3: 0, 4: 0}",0
547,False,"{'a': 0.1, 'e': 0.5792811723426788}",20,0,-60.026928619141486,"{0: 14, 1: 2, 2: 3, 3: 0, 4: 1}",0
548,False,"{'a': 0.1, 'e': 0.5778576243835054}",30,0,-3.7315025860753024,"{0: 26, 1: 0, 2: 4, 3: 0, 4: 0}",0
549,False,"{'a': 0.1, 'e': 0.5764323161697932}",20,3,-94.28567128171117,"{0: 10, 1: 5, 2: 0, 3: 0, 4: 2}",1
550,False,"{'a': 0.1, 'e': 0.5750052520432785}",30,4,-78.15901208425781,"{0: 20, 1: 2, 2: 2, 3: 0, 4: 2}",1
