trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
183,False,"{'a': 0.1, 'e': 0.9499720515246525}",20,11,-78.51368081921325,"{0: 4, 1: 1, 2: 2, 3: 1, 4: 1}",1
184,False,"{'a': 0.1, 'e': 0.9494254776419039}",20,0,-52.54262112017749,"{0: 13, 1: 1, 2: 6, 3: 0, 4: 0}",0
185,False,"{'a': 0.1, 'e': 0.9488760116444965}",25,5,-101.02995520203434,"{0: 11, 1: 1, 2: 7, 3: 0, 4: 1}",1
186,False,"{'a': 0.1, 'e': 0.9483236552061993}",20,0,-176.14426840448948,"{0: 11, 1: 2, 2: 2, 3: 2, 4: 3}",0
187,False,"{'a': 0.1, 'e': 0.9477684100095857}",25,0,-86.29996550404235,"{0: 16, 1: 4, 2: 3, 3: 1, 4: 1}",0
188,False,"{'a': 0.1, 'e': 0.9472102777460288}",20,7,-107.80410893186512,"{0: 7, 1: 2, 2: 1, 3: 1, 4: 2}",1
189,False,"{'a': 0.1, 'e': 0.9466492601156964}",20,1,-147.2989818422237,"{0: 12, 1: 2, 2: 1, 3: 1, 4: 3}",1
190,False,"{'a': 0.1, 'e': 0.9460853588275453}",25,0,-128.56478697201618,"{0: 13, 1: 4, 2: 4, 3: 4, 4: 0}",0
191,False,"{'a': 0.1, 'e': 0.9455185755993168}",30,0,-51.34877187638036,"{0: 24, 1: 1, 2: 4, 3: 0, 4: 1}",0
192,False,"{'a': 0.1, 'e': 0.9449489121575309}",20,0,-53.05991265552422,"{0: 13, 1: 2, 2: 4, 3: 1, 4: 0}",0
193,False,"{'a': 0.1, 'e': 0.944376370237481}",35,21,-43.83721102732789,"{0: 10, 1: 2, 2: 1, 3: 0, 4: 1}",1
194,False,"{'a': 0.1, 'e': 0.9438009515832294}",35,0,-275.5577638977998,"{0: 14, 1: 7, 2: 8, 3: 3, 4: 3}",0
195,False,"{'a': 0.1, 'e': 0.943222657947601}",20,0,-152.19154615670274,"{0: 11, 1: 2, 2: 4, 3: 0, 4: 3}",0
196,False,"{'a': 0.1, 'e': 0.9426414910921784}",30,0,-132.29433157098362,"{0: 18, 1: 2, 2: 8, 3: 1, 4: 1}",0
197,False,"{'a': 0.1, 'e': 0.9420574527872967}",20,13,-9.184000278655294,"{0: 4, 1: 3, 2: 0, 3: 0, 4: 0}",1
198,False,"{'a': 0.1, 'e': 0.941470544812038}",20,0,-50.72841436859942,"{0: 12, 1: 2, 2: 6, 3: 0, 4: 0}",0
199,False,"{'a': 0.1, 'e': 0.9408807689542255}",25,0,-57.67656726811973,"{0: 16, 1: 5, 2: 3, 3: 1, 4: 0}",0
200,False,"{'a': 0.1, 'e': 0.9402881270104189}",20,0,-58.90053149724983,"{0: 13, 1: 3, 2: 2, 3: 2, 4: 0}",0
201,False,"{'a': 0.1, 'e': 0.9396926207859084}",25,0,-50.366021089198775,"{0: 19, 1: 3, 2: 2, 3: 0, 4: 1}",0
202,False,"{'a': 0.1, 'e': 0.9390942520947091}",20,0,-134.55706440035675,"{0: 13, 1: 0, 2: 3, 3: 2, 4: 2}",0
203,False,"{'a': 0.1, 'e': 0.9384930227595559}",30,7,-10.5191998746624,"{0: 18, 1: 3, 2: 2, 3: 0, 4: 0}",1
204,False,"{'a': 0.1, 'e': 0.9378889346118976}",30,0,-289.4792834639774,"{0: 15, 1: 3, 2: 3, 3: 5, 4: 4}",0
205,False,"{'a': 0.1, 'e': 0.9372819894918915}",25,0,-132.78988880854797,"{0: 13, 1: 2, 2: 9, 3: 0, 4: 1}",0
206,False,"{'a': 0.1, 'e': 0.9366721892483976}",25,0,-79.51405741661989,"{0: 16, 1: 4, 2: 4, 3: 0, 4: 1}",0
207,False,"{'a': 0.1, 'e': 0.9360595357389733}",20,0,-46.5475183855502,"{0: 14, 1: 2, 2: 3, 3: 1, 4: 0}",0
208,False,"{'a': 0.1, 'e': 0.9354440308298673}",25,0,-130.58737655311432,"{0: 13, 1: 5, 2: 4, 3: 2, 4: 1}",0
209,False,"{'a': 0.1, 'e': 0.9348256763960144}",25,9,-18.088793367946465,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 1}",1
210,False,"{'a': 0.1, 'e': 0.9342044743210295}",25,0,-84.77458861756807,"{0: 15, 1: 4, 2: 4, 3: 2, 4: 0}",0
211,False,"{'a': 0.1, 'e': 0.9335804264972017}",20,0,-100.81278649902039,"{0: 10, 1: 3, 2: 6, 3: 0, 4: 1}",0
212,False,"{'a': 0.1, 'e': 0.932953534825489}",20,0,-108.2661348800887,"{0: 12, 1: 2, 2: 3, 3: 2, 4: 1}",0
213,False,"{'a': 0.1, 'e': 0.9323238012155122}",30,0,-119.43958951762032,"{0: 20, 1: 4, 2: 4, 3: 0, 4: 2}",0
214,False,"{'a': 0.1, 'e': 0.9316912275855489}",20,0,-50.85804532033188,"{0: 13, 1: 3, 2: 3, 3: 1, 4: 0}",0
215,False,"{'a': 0.1, 'e': 0.9310558158625283}",30,0,-236.7546862818836,"{0: 18, 1: 2, 2: 5, 3: 0, 4: 5}",0
216,False,"{'a': 0.1, 'e': 0.9304175679820246}",20,12,15.043734268300605,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
217,False,"{'a': 0.1, 'e': 0.9297764858882515}",25,0,-52.036892041871546,"{0: 20, 1: 1, 2: 3, 3: 0, 4: 1}",0
218,False,"{'a': 0.1, 'e': 0.9291325715340562}",25,0,-126.6315611700679,"{0: 15, 1: 4, 2: 4, 3: 0, 4: 2}",0
219,False,"{'a': 0.1, 'e': 0.9284858268809135}",20,0,-8.547702699514286,"{0: 17, 1: 0, 2: 3, 3: 0, 4: 0}",0
220,False,"{'a': 0.1, 'e': 0.92783625389892}",30,11,-127.93411105989973,"{0: 13, 1: 0, 2: 3, 3: 0, 4: 3}",1
221,False,"{'a': 0.1, 'e': 0.9271838545667874}",20,0,-121.49571344274267,"{0: 10, 1: 3, 2: 4, 3: 2, 4: 1}",0
222,False,"{'a': 0.1, 'e': 0.9265286308718373}",20,0,-228.9637254454918,"{0: 9, 1: 2, 2: 3, 3: 2, 4: 4}",0
223,False,"{'a': 0.1, 'e': 0.9258705848099947}",30,0,-143.5211869466344,"{0: 20, 1: 5, 2: 2, 3: 0, 4: 3}",0
224,False,"{'a': 0.1, 'e': 0.9252097183857821}",30,0,-163.26484606338698,"{0: 18, 1: 3, 2: 5, 3: 2, 4: 2}",0
225,False,"{'a': 0.1, 'e': 0.9245460336123131}",35,0,-111.68650551340433,"{0: 21, 1: 4, 2: 9, 3: 1, 4: 0}",0
226,False,"{'a': 0.1, 'e': 0.9238795325112867}",25,0,-100.70654508655231,"{0: 16, 1: 3, 2: 3, 3: 2, 4: 1}",0
227,False,"{'a': 0.1, 'e': 0.9232102171129809}",30,0,-115.93191245916567,"{0: 20, 1: 3, 2: 4, 3: 2, 4: 1}",0
228,False,"{'a': 0.1, 'e': 0.9225380894562464}",30,0,-201.16161201167367,"{0: 13, 1: 3, 2: 12, 3: 0, 4: 2}",0
229,False,"{'a': 0.1, 'e': 0.9218631515885005}",20,0,-84.97770831150122,"{0: 10, 1: 4, 2: 4, 3: 2, 4: 0}",0
230,False,"{'a': 0.1, 'e': 0.9211854055657211}",25,0,-184.15563407073256,"{0: 14, 1: 1, 2: 6, 3: 1, 4: 3}",0
231,False,"{'a': 0.1, 'e': 0.9205048534524404}",25,7,-39.44245707123119,"{0: 12, 1: 1, 2: 5, 3: 0, 4: 0}",1
232,False,"{'a': 0.1, 'e': 0.9198214973217377}",20,0,-115.74226959577044,"{0: 9, 1: 4, 2: 5, 3: 1, 4: 1}",0
233,False,"{'a': 0.1, 'e': 0.9191353392552344}",30,0,-126.47117259912996,"{0: 18, 1: 5, 2: 4, 3: 2, 4: 1}",0
234,False,"{'a': 0.1, 'e': 0.9184463813430872}",25,0,-100.28095786233489,"{0: 16, 1: 2, 2: 5, 3: 1, 4: 1}",0
235,False,"{'a': 0.1, 'e': 0.9177546256839811}",25,0,-44.980750731373675,"{0: 17, 1: 5, 2: 2, 3: 1, 4: 0}",0
236,False,"{'a': 0.1, 'e': 0.917060074385124}",20,0,-103.04925304127173,"{0: 10, 1: 1, 2: 7, 3: 2, 4: 0}",0
237,False,"{'a': 0.1, 'e': 0.9163627295622396}",20,0,-52.759265779813624,"{0: 14, 1: 4, 2: 1, 3: 0, 4: 1}",0
238,False,"{'a': 0.1, 'e': 0.915662593339561}",25,0,-88.54908038619757,"{0: 16, 1: 1, 2: 6, 3: 2, 4: 0}",0
239,False,"{'a': 0.1, 'e': 0.9149596678498247}",20,0,-137.04271967549104,"{0: 10, 1: 3, 2: 5, 3: 0, 4: 2}",0
240,False,"{'a': 0.1, 'e': 0.9142539552342637}",20,11,-10.784225891454108,"{0: 6, 1: 2, 2: 1, 3: 0, 4: 0}",1
241,False,"{'a': 0.1, 'e': 0.9135454576426009}",20,0,-194.4800551248264,"{0: 8, 1: 4, 2: 4, 3: 1, 4: 3}",0
242,False,"{'a': 0.1, 'e': 0.9128341772330428}",20,0,-136.0149571014929,"{0: 11, 1: 4, 2: 1, 3: 2, 4: 2}",0
243,False,"{'a': 0.1, 'e': 0.912120116172273}",30,0,-203.11433353187505,"{0: 15, 1: 6, 2: 5, 3: 1, 4: 3}",0
244,False,"{'a': 0.1, 'e': 0.9114032766354453}",20,0,-144.94268400145066,"{0: 14, 1: 1, 2: 1, 3: 1, 4: 3}",0
245,False,"{'a': 0.1, 'e': 0.9106836608061771}",20,0,-24.408090957700825,"{0: 15, 1: 2, 2: 3, 3: 0, 4: 0}",0
246,False,"{'a': 0.1, 'e': 0.9099612708765432}",25,0,-117.50443204757566,"{0: 18, 1: 1, 2: 3, 3: 1, 4: 2}",0
247,False,"{'a': 0.1, 'e': 0.9092361090470685}",30,23,-2.851051160044248,"{0: 6, 1: 0, 2: 1, 3: 0, 4: 0}",1
248,False,"{'a': 0.1, 'e': 0.9085081775267217}",30,0,-164.1671389271401,"{0: 21, 1: 2, 2: 3, 3: 1, 4: 3}",0
249,False,"{'a': 0.1, 'e': 0.9077774785329087}",35,0,-200.43836733283055,"{0: 23, 1: 2, 2: 4, 3: 3, 4: 3}",0
250,False,"{'a': 0.1, 'e': 0.907044014291465}",25,0,-154.77320273094801,"{0: 17, 1: 1, 2: 3, 3: 1, 4: 3}",0
251,False,"{'a': 0.1, 'e': 0.9063077870366499}",25,0,-101.25903029424968,"{0: 16, 1: 6, 2: 1, 3: 0, 4: 2}",0
252,False,"{'a': 0.1, 'e': 0.9055687990111396}",30,0,-173.18783576235353,"{0: 14, 1: 6, 2: 8, 3: 0, 4: 2}",0
253,False,"{'a': 0.1, 'e': 0.9048270524660195}",25,0,-188.16910308025146,"{0: 12, 1: 3, 2: 7, 3: 0, 4: 3}",0
254,False,"{'a': 0.1, 'e': 0.9040825496607784}",20,0,-58.84042273925523,"{0: 12, 1: 2, 2: 6, 3: 0, 4: 0}",0
255,False,"{'a': 0.1, 'e': 0.9033352928633008}",25,0,-93.29712990117075,"{0: 16, 1: 2, 2: 4, 3: 3, 4: 0}",0
256,False,"{'a': 0.1, 'e': 0.9025852843498606}",20,7,-21.496481996850527,"{0: 10, 1: 0, 2: 2, 3: 1, 4: 0}",1
257,False,"{'a': 0.1, 'e': 0.9018325264051138}",30,0,-166.38968284313717,"{0: 19, 1: 4, 2: 3, 3: 1, 4: 3}",0
258,False,"{'a': 0.1, 'e': 0.9010770213220916}",30,0,-149.95186355105972,"{0: 19, 1: 2, 2: 6, 3: 1, 4: 2}",0
259,False,"{'a': 0.1, 'e': 0.9003187714021935}",25,0,-74.79616301698671,"{0: 16, 1: 2, 2: 6, 3: 1, 4: 0}",0
260,False,"{'a': 0.1, 'e': 0.8995577789551803}",30,0,-224.8581292432905,"{0: 15, 1: 3, 2: 7, 3: 2, 4: 3}",0
261,False,"{'a': 0.1, 'e': 0.898794046299167}",30,0,-192.9225576523585,"{0: 16, 1: 4, 2: 7, 3: 0, 4: 3}",0
262,False,"{'a': 0.1, 'e': 0.8980275757606156}",20,0,-136.5323879312127,"{0: 11, 1: 2, 2: 4, 3: 1, 4: 2}",0
263,False,"{'a': 0.1, 'e': 0.8972583696743284}",20,0,-38.99382515955733,"{0: 13, 1: 4, 2: 3, 3: 0, 4: 0}",0
264,False,"{'a': 0.1, 'e': 0.8964864303834406}",20,0,-118.57886475079066,"{0: 13, 1: 1, 2: 3, 3: 1, 4: 2}",0
265,False,"{'a': 0.1, 'e': 0.8957117602394129}",20,3,-39.900016144296146,"{0: 11, 1: 3, 2: 2, 3: 1, 4: 0}",1
266,False,"{'a': 0.1, 'e': 0.8949343616020251}",25,0,-101.95721882190986,"{0: 16, 1: 0, 2: 8, 3: 0, 4: 1}",0
267,False,"{'a': 0.1, 'e': 0.8941542368393681}",25,0,-106.50884375943401,"{0: 16, 1: 4, 2: 3, 3: 0, 4: 2}",0
268,False,"{'a': 0.1, 'e': 0.8933713883278376}",20,0,-109.63088658156241,"{0: 8, 1: 3, 2: 8, 3: 1, 4: 0}",0
269,False,"{'a': 0.1, 'e': 0.8925858184521255}",20,0,-158.4177765582802,"{0: 10, 1: 4, 2: 3, 3: 0, 4: 3}",0
270,False,"{'a': 0.1, 'e': 0.8917975296052141}",25,8,-82.57144669937678,"{0: 10, 1: 0, 2: 6, 3: 0, 4: 1}",1
271,False,"{'a': 0.1, 'e': 0.8910065241883679}",20,0,-102.3019266957705,"{0: 12, 1: 5, 2: 1, 3: 0, 4: 2}",0
272,False,"{'a': 0.1, 'e': 0.8902128046111265}",25,0,-43.603600213202405,"{0: 20, 1: 2, 2: 2, 3: 0, 4: 1}",0
273,False,"{'a': 0.1, 'e': 0.8894163732912975}",30,10,-33.13404611096129,"{0: 13, 1: 4, 2: 3, 3: 0, 4: 0}",1
274,False,"{'a': 0.1, 'e': 0.8886172326549489}",20,0,-77.53156305600034,"{0: 12, 1: 2, 2: 4, 3: 2, 4: 0}",0
275,False,"{'a': 0.1, 'e': 0.8878153851364013}",20,0,-85.43403485799061,"{0: 13, 1: 2, 2: 3, 3: 1, 4: 1}",0
276,False,"{'a': 0.1, 'e': 0.8870108331782217}",30,3,-189.79632019243675,"{0: 15, 1: 3, 2: 5, 3: 1, 4: 3}",1
277,False,"{'a': 0.1, 'e': 0.8862035792312147}",25,13,-23.3444984019006,"{0: 9, 1: 0, 2: 2, 3: 1, 4: 0}",1
278,False,"{'a': 0.1, 'e': 0.8853936257544158}",20,0,-121.17190594438313,"{0: 11, 1: 1, 2: 5, 3: 2, 4: 1}",0
279,False,"{'a': 0.1, 'e': 0.8845809752150839}",30,0,-144.49381715619887,"{0: 13, 1: 6, 2: 9, 3: 2, 4: 0}",0
280,False,"{'a': 0.1, 'e': 0.8837656300886935}",35,0,-240.7678692993157,"{0: 22, 1: 3, 2: 5, 3: 0, 4: 5}",0
281,False,"{'a': 0.1, 'e': 0.882947592858927}",25,0,-147.49446677876205,"{0: 16, 1: 1, 2: 4, 3: 2, 4: 2}",0
282,False,"{'a': 0.1, 'e': 0.8821268660176678}",25,0,-101.67110947412354,"{0: 13, 1: 4, 2: 7, 3: 1, 4: 0}",0
283,False,"{'a': 0.1, 'e': 0.8813034520649922}",20,0,-107.76046091391606,"{0: 10, 1: 4, 2: 4, 3: 1, 4: 1}",0
284,False,"{'a': 0.1, 'e': 0.880477353509162}",35,0,-133.76901091970367,"{0: 20, 1: 5, 2: 9, 3: 0, 4: 1}",0
285,False,"{'a': 0.1, 'e': 0.8796485728666165}",20,0,-81.15655340164368,"{0: 12, 1: 3, 2: 4, 3: 0, 4: 1}",0
286,False,"{'a': 0.1, 'e': 0.8788171126619654}",20,0,-95.33112238270839,"{0: 11, 1: 3, 2: 5, 3: 0, 4: 1}",0
287,False,"{'a': 0.1, 'e': 0.8779829754279805}",20,0,-121.75075229938813,"{0: 8, 1: 5, 2: 5, 3: 1, 4: 1}",0
288,False,"{'a': 0.1, 'e': 0.8771461637055887}",20,0,-120.7927468089739,"{0: 11, 1: 0, 2: 7, 3: 1, 4: 1}",0
289,False,"{'a': 0.1, 'e': 0.8763066800438636}",20,0,-97.62961089866211,"{0: 10, 1: 4, 2: 5, 3: 0, 4: 1}",0
290,False,"{'a': 0.1, 'e': 0.8754645270000179}",30,9,-80.1923876110746,"{0: 13, 1: 0, 2: 6, 3: 2, 4: 0}",1
291,False,"{'a': 0.1, 'e': 0.8746197071393957}",30,0,-83.36299429715699,"{0: 20, 1: 4, 2: 5, 3: 0, 4: 1}",0
292,False,"{'a': 0.1, 'e': 0.8737722230354652}",25,0,-92.51675389976944,"{0: 17, 1: 1, 2: 5, 3: 1, 4: 1}",0
293,False,"{'a': 0.1, 'e': 0.8729220772698096}",25,0,-129.00737173412477,"{0: 12, 1: 6, 2: 5, 3: 1, 4: 1}",0
294,False,"{'a': 0.1, 'e': 0.8720692724321206}",20,0,-80.12400310663368,"{0: 13, 1: 2, 2: 3, 3: 1, 4: 1}",0
295,False,"{'a': 0.1, 'e': 0.8712138111201894}",20,0,-58.419052758349366,"{0: 12, 1: 1, 2: 7, 3: 0, 4: 0}",0
296,False,"{'a': 0.1, 'e': 0.8703556959398997}",25,7,-30.617610873081478,"{0: 12, 1: 3, 2: 3, 3: 0, 4: 0}",1
297,False,"{'a': 0.1, 'e': 0.869494929505219}",20,2,-78.71552647624932,"{0: 12, 1: 0, 2: 4, 3: 1, 4: 1}",1
298,False,"{'a': 0.1, 'e': 0.8686315144381912}",25,0,-89.78964515947332,"{0: 15, 1: 4, 2: 5, 3: 0, 4: 1}",0
299,False,"{'a': 0.1, 'e': 0.8677654533689284}",30,0,-198.71790182926165,"{0: 16, 1: 2, 2: 7, 3: 3, 4: 2}",0
300,False,"{'a': 0.1, 'e': 0.8668967489356028}",20,0,-147.120921432827,"{0: 13, 1: 1, 2: 2, 3: 1, 4: 3}",0
301,False,"{'a': 0.1, 'e': 0.8660254037844387}",25,0,-151.43537671808835,"{0: 15, 1: 5, 2: 2, 3: 0, 4: 3}",0
302,False,"{'a': 0.1, 'e': 0.8651514205697045}",30,0,-164.80978994239368,"{0: 16, 1: 3, 2: 9, 3: 0, 4: 2}",0
303,False,"{'a': 0.1, 'e': 0.8642748019537047}",20,0,-91.25369454345525,"{0: 13, 1: 0, 2: 5, 3: 1, 4: 1}",0
304,False,"{'a': 0.1, 'e': 0.8633955506067716}",30,0,-214.3503113648126,"{0: 17, 1: 1, 2: 8, 3: 1, 4: 3}",0
305,False,"{'a': 0.1, 'e': 0.8625136692072574}",20,0,-65.05927299728117,"{0: 12, 1: 6, 2: 1, 3: 0, 4: 1}",0
306,False,"{'a': 0.1, 'e': 0.8616291604415258}",25,0,-151.16845535226048,"{0: 12, 1: 0, 2: 11, 3: 1, 4: 1}",0
307,False,"{'a': 0.1, 'e': 0.8607420270039436}",20,0,-116.90422180598435,"{0: 11, 1: 0, 2: 7, 3: 1, 4: 1}",0
308,False,"{'a': 0.1, 'e': 0.8598522715968734}",30,0,-65.18482511629408,"{0: 24, 1: 1, 2: 3, 3: 1, 4: 1}",0
309,False,"{'a': 0.1, 'e': 0.8589598969306644}",30,7,-49.851381481855064,"{0: 15, 1: 3, 2: 5, 3: 0, 4: 0}",1
310,False,"{'a': 0.1, 'e': 0.8580649057236445}",30,0,-298.12435267152193,"{0: 14, 1: 3, 2: 6, 3: 2, 4: 5}",0
311,False,"{'a': 0.1, 'e': 0.8571673007021123}",30,0,-204.00740344874905,"{0: 18, 1: 3, 2: 4, 3: 1, 4: 4}",0
312,False,"{'a': 0.1, 'e': 0.8562670846003282}",20,0,-53.30747024897072,"{0: 11, 1: 4, 2: 5, 3: 0, 4: 0}",0
313,False,"{'a': 0.1, 'e': 0.8553642601605066}",25,0,-51.244314661870824,"{0: 17, 1: 1, 2: 7, 3: 0, 4: 0}",0
314,False,"{'a': 0.1, 'e': 0.8544588301328074}",20,0,-137.99756410579874,"{0: 10, 1: 3, 2: 5, 3: 0, 4: 2}",0
315,False,"{'a': 0.1, 'e': 0.8535507972753275}",25,0,-141.42129361918975,"{0: 14, 1: 2, 2: 7, 3: 0, 4: 2}",0
316,False,"{'a': 0.1, 'e': 0.8526401643540923}",30,0,-93.39990333663823,"{0: 19, 1: 4, 2: 6, 3: 0, 4: 1}",0
317,False,"{'a': 0.1, 'e': 0.8517269341430477}",20,0,-84.49592787017,"{0: 12, 1: 2, 2: 5, 3: 0, 4: 1}",0
318,False,"{'a': 0.1, 'e': 0.8508111094240511}",35,0,-80.73235606978756,"{0: 23, 1: 2, 2: 10, 3: 0, 4: 0}",0
319,False,"{'a': 0.1, 'e': 0.849892692986864}",25,0,-173.22641374993682,"{0: 15, 1: 2, 2: 3, 3: 2, 4: 3}",0
320,False,"{'a': 0.1, 'e': 0.8489716876291415}",20,0,-80.15163015673613,"{0: 15, 1: 2, 2: 1, 3: 0, 4: 2}",0
321,False,"{'a': 0.1, 'e': 0.848048096156426}",20,0,-86.6325945347633,"{0: 15, 1: 1, 2: 2, 3: 0, 4: 2}",0
322,False,"{'a': 0.1, 'e': 0.8471219213821372}",25,0,-236.05927066807507,"{0: 14, 1: 2, 2: 3, 3: 1, 4: 5}",0
323,False,"{'a': 0.1, 'e': 0.846193166127564}",30,20,-25.548123656725256,"{0: 7, 1: 0, 2: 2, 3: 1, 4: 0}",1
324,False,"{'a': 0.1, 'e': 0.8452618332218561}",20,0,-85.73111006196643,"{0: 15, 1: 1, 2: 2, 3: 0, 4: 2}",0
325,False,"{'a': 0.1, 'e': 0.8443279255020151}",20,0,-142.40506415136758,"{0: 10, 1: 3, 2: 4, 3: 1, 4: 2}",0
326,False,"{'a': 0.1, 'e': 0.8433914458128857}",20,0,-115.6057372037469,"{0: 13, 1: 1, 2: 3, 3: 1, 4: 2}",0
327,False,"{'a': 0.1, 'e': 0.8424523970071476}",20,0,-98.56088968161227,"{0: 12, 1: 2, 2: 4, 3: 1, 4: 1}",0
328,False,"{'a': 0.1, 'e': 0.8415107819453062}",25,0,-127.4252832466742,"{0: 17, 1: 1, 2: 4, 3: 1, 4: 2}",0
329,False,"{'a': 0.1, 'e': 0.8405666034956842}",20,0,-45.082989360485136,"{0: 15, 1: 0, 2: 4, 3: 1, 4: 0}",0
330,False,"{'a': 0.1, 'e': 0.8396198645344132}",20,0,-47.52991760519764,"{0: 13, 1: 3, 2: 3, 3: 1, 4: 0}",0
331,False,"{'a': 0.1, 'e': 0.838670567945424}",20,0,-41.58094879421729,"{0: 15, 1: 3, 2: 1, 3: 0, 4: 1}",0
332,False,"{'a': 0.1, 'e': 0.8377187166204388}",25,18,6.777381830656042,"{0: 6, 1: 1, 2: 0, 3: 0, 4: 0}",1
333,False,"{'a': 0.1, 'e': 0.8367643134589616}",20,12,3.4172339242744485,"{0: 6, 1: 2, 2: 0, 3: 0, 4: 0}",1
334,False,"{'a': 0.1, 'e': 0.8358073613682703}",20,0,-27.698474785887882,"{0: 14, 1: 3, 2: 3, 3: 0, 4: 0}",0
335,False,"{'a': 0.1, 'e': 0.8348478632634065}",20,0,-60.83216926627701,"{0: 12, 1: 3, 2: 4, 3: 1, 4: 0}",0
336,False,"{'a': 0.1, 'e': 0.8338858220671682}",25,0,-31.418893186823865,"{0: 19, 1: 2, 2: 3, 3: 1, 4: 0}",0
337,False,"{'a': 0.1, 'e': 0.8329212407100994}",20,0,-160.53410689440113,"{0: 13, 1: 1, 2: 1, 3: 2, 4: 3}",0
338,False,"{'a': 0.1, 'e': 0.8319541221304826}",20,8,-32.514019251511876,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 1}",1
339,False,"{'a': 0.1, 'e': 0.8309844692743282}",20,0,-113.00626207127185,"{0: 10, 1: 3, 2: 5, 3: 1, 4: 1}",0
340,False,"{'a': 0.1, 'e': 0.8300122850953675}",20,6,-76.67249660803616,"{0: 9, 1: 0, 2: 3, 3: 1, 4: 1}",1
341,False,"{'a': 0.1, 'e': 0.8290375725550416}",25,0,-74.01957886578668,"{0: 17, 1: 3, 2: 4, 3: 0, 4: 1}",0
342,False,"{'a': 0.1, 'e': 0.8280603346224944}",25,5,-51.59873308844313,"{0: 15, 1: 3, 2: 0, 3: 1, 4: 1}",1
343,False,"{'a': 0.1, 'e': 0.8270805742745618}",25,0,-37.90234603579534,"{0: 17, 1: 4, 2: 4, 3: 0, 4: 0}",0
344,False,"{'a': 0.1, 'e': 0.8260982944957639}",25,0,-133.25509842424282,"{0: 17, 1: 0, 2: 4, 3: 2, 4: 2}",0
345,False,"{'a': 0.1, 'e': 0.8251134982782952}",20,0,-55.335125049286084,"{0: 14, 1: 2, 2: 2, 3: 2, 4: 0}",0
346,False,"{'a': 0.1, 'e': 0.8241261886220157}",30,0,-50.80839572359408,"{0: 24, 1: 3, 2: 2, 3: 0, 4: 1}",0
347,False,"{'a': 0.1, 'e': 0.8231363685344418}",20,0,-64.31769900169023,"{0: 11, 1: 4, 2: 4, 3: 1, 4: 0}",0
348,False,"{'a': 0.1, 'e': 0.8221440410307375}",25,0,-24.02310699905333,"{0: 20, 1: 0, 2: 5, 3: 0, 4: 0}",0
349,False,"{'a': 0.1, 'e': 0.821149209133704}",35,0,-76.5020137839744,"{0: 26, 1: 2, 2: 6, 3: 0, 4: 1}",0
350,False,"{'a': 0.1, 'e': 0.8201518758737721}",30,0,-140.35341808711019,"{0: 21, 1: 4, 2: 1, 3: 1, 4: 3}",0
351,False,"{'a': 0.1, 'e': 0.8191520442889918}",25,0,-218.9438676563239,"{0: 13, 1: 3, 2: 4, 3: 1, 4: 4}",0
352,False,"{'a': 0.1, 'e': 0.8181497174250234}",20,0,-91.43297929134624,"{0: 12, 1: 4, 2: 2, 3: 1, 4: 1}",1
353,False,"{'a': 0.1, 'e': 0.8171448983351285}",25,0,-86.65527673183136,"{0: 19, 1: 2, 2: 2, 3: 0, 4: 2}",0
354,False,"{'a': 0.1, 'e': 0.8161375900801602}",30,12,-74.64484458909217,"{0: 12, 1: 2, 2: 2, 3: 1, 4: 1}",1
355,False,"{'a': 0.1, 'e': 0.8151277957285542}",20,4,-45.21743949410613,"{0: 10, 1: 4, 2: 0, 3: 2, 4: 0}",1
356,False,"{'a': 0.1, 'e': 0.8141155183563192}",25,0,-191.74365841461554,"{0: 10, 1: 4, 2: 8, 3: 1, 4: 2}",0
357,False,"{'a': 0.1, 'e': 0.8131007610470277}",25,0,-149.5910623312854,"{0: 16, 1: 3, 2: 3, 3: 0, 4: 3}",0
358,False,"{'a': 0.1, 'e': 0.8120835268918062}",25,0,-78.0941811301005,"{0: 18, 1: 0, 2: 6, 3: 0, 4: 1}",0
359,False,"{'a': 0.1, 'e': 0.8110638189893266}",20,12,15.918652619820861,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
360,False,"{'a': 0.1, 'e': 0.8100416404457961}",20,0,-123.42110890565324,"{0: 12, 1: 0, 2: 6, 3: 0, 4: 2}",0
361,False,"{'a': 0.1, 'e': 0.8090169943749475}",25,0,-137.5002501899687,"{0: 15, 1: 3, 2: 4, 3: 1, 4: 2}",0
362,False,"{'a': 0.1, 'e': 0.8079898838980305}",20,10,-7.172713458241667,"{0: 7, 1: 2, 2: 1, 3: 0, 4: 0}",1
363,False,"{'a': 0.1, 'e': 0.8069603121438019}",25,0,-84.43810118497775,"{0: 18, 1: 1, 2: 4, 3: 1, 4: 1}",0
364,False,"{'a': 0.1, 'e': 0.8059282822485158}",25,2,-51.337646460165615,"{0: 18, 1: 1, 2: 3, 3: 0, 4: 1}",1
365,False,"{'a': 0.1, 'e': 0.8048937973559142}",20,0,-25.778684889558296,"{0: 16, 1: 1, 2: 2, 3: 1, 4: 0}",0
366,False,"{'a': 0.1, 'e': 0.8038568606172173}",20,0,-76.55537411110225,"{0: 15, 1: 2, 2: 1, 3: 0, 4: 2}",1
